Designation/Identification,Obstacle Type,Obstacle Position,Elevation AMSL,Height AGL,Obstacle Lighting,Revision Date,Remarks,Southern,Northern,Scotland,Sheet 1,Sheet 2,Sheet 3,Sheet 4,Sheet 5,Sheet 6,Sheet 7,Sheet 8,London Heli,Orkneys Inset,Shetland Inset
UK28273720F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581144.33N
0023754.30W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273721F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581220.82N
0023753.95W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273722F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581333.79N
0023753.21W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273723F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581410.32N
0023752.84W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273724F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581522.96N
0023753.19W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273725F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581600.60N
0023926.63W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273726F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581524.08N
0023926.94W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273727F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581447.60N
0023927.37W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273728F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","580917.53N
0023621.20W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273729F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","580954.02N
0023620.74W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273731F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581146.69N
0024238.55W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273732F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581032.93N
0024104.49W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273733F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","580956.48N
0024104.85W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273734F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581335.42N
0024102.86W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273735F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581411.91N
0024102.56W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273736F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581448.37N
0024102.22W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273737F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581106.18N
0023445.25W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273738F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581226.73N
0025032.25W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273739F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581150.25N
0025032.48W",640 FT,640 FT,Yes,10/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273740F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581639.39N
0024411.21W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273742F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581149.57N
0024857.70W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273743F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581226.05N
0024857.51W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273744F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581302.58N
0024857.26W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273745F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581339.04N
0024857.09W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273746F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581030.52N
0023620.36W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273747F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581332.97N
0023618.40W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273748F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581222.41N
0024103.53W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273749F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581145.92N
0024103.84W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273750F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581446.79N
0023752.42W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273751F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581259.68N
0024238.08W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273752F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581715.14N
0024235.92W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273756F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581412.67N
0024237.43W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273757F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581449.15N
0024237.13W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273758F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581525.64N
0024236.81W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273759F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581602.13N
0024236.51W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273760F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581638.64N
0024236.25W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28273761F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581527.14N
0024546.67W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28371087F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550616.28N
0030553.42W",1173 FT,415 FT,Unknown,18/11/2019,SOLWAYBANK W/F 4OF15,,Yes,,,,,Yes,,,,,,,
UK28371088F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550624.38N
0030652.04W",1170 FT,415 FT,Unknown,18/11/2019,SOLWAYBANK W/F 7OF15,,Yes,,,,,Yes,,,,,,,
UK28371089F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550606.85N
0030619.96W",1170 FT,415 FT,Unknown,18/11/2019,SOLWAYBANK W/F 9OF15,,Yes,,,,,Yes,,,,,,,
UK28371090F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550617.28N
0030715.49W",1130 FT,415 FT,Unknown,18/11/2019,SOLWAYBANK W/F 11OF15,,Yes,,,,,Yes,,,,,,,
UK0150M777F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","560318.67N
0034940.25W",367 FT,328 FT,Yes,11/6/2019,ROSEHILL W/FARM 2 OF 3,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK28273905F,"SMOKESTACK, GENERAL
Single","542511.42N
0032954.80W",509 FT,450 FT,Unknown,23/9/2019,SMOKESTACK,,Yes,,,,,Yes,,,,,,,
UK28303400F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565019.35N
0022335.63W",1004 FT,328 FT,Unknown,14/11/2019,TULLO WINDFARM 1OF8,,,Yes,,Yes,,,,,,,,,
UK28371116F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561811.34N
0032000.52W",968 FT,377 FT,Unknown,18/11/2019,BINN ECO PARK W/FARM 1/4,,,Yes,,Yes,,,,,,,,,
UK28371117F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561820.97N
0031958.18W",1066 FT,377 FT,Unknown,18/11/2019,BINN ECO PARK W/FARM 2/4,,,Yes,,Yes,,,,,,,,,
UK28371118F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561827.27N
0031932.21W",1125 FT,377 FT,Unknown,18/11/2019,BINN ECO PARK W/FARM 3/4,,,Yes,,Yes,,,,,,,,,
UK28371119F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561832.11N
0031954.38W",1132 FT,377 FT,Unknown,18/11/2019,BINN ECO PARK W/FARM 4/4,,,Yes,,Yes,,,,,,,,,
UK28371555F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551403.36N
0044841.18W",1268 FT,415 FT,Unknown,20/11/2019,TRALORG W/FARM 8OF8,,Yes,,,,Yes,Yes,,,,,,,
UK28341900F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551411.73N
0044749.61W",1219 FT,415 FT,Unknown,11/11/2019,TRALORG W/FARM 1OF8,,Yes,,,,Yes,Yes,,,,,,,
UK28341901F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551359.05N
0044815.96W",1235 FT,415 FT,Unknown,11/11/2019,TRALORG W/FARM 4OF8,,Yes,,,,Yes,Yes,,,,,,,
UK28341902F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551412.86N
0044839.08W",1370 FT,415 FT,Unknown,11/11/2019,TRALORG W/FARM 7OF8,,Yes,,,,Yes,Yes,,,,,,,
UK28300320F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554126.32N
0044817.79W",993 FT,328 FT,Unknown,22/1/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28300321F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554130.91N
0044838.68W",920 FT,328 FT,Unknown,22/1/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28300323F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554053.70N
0044823.97W",891 FT,328 FT,Unknown,22/1/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28273519F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550625.05N
0030607.54W",1202 FT,415 FT,Unknown,3/9/2019,SOLWAYBANK W/F 3OF15,,Yes,,,,,Yes,,,,,,,
UK28303395F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565020.58N
0022450.57W",1134 FT,328 FT,Unknown,14/11/2019,Wind turbine,,,Yes,,Yes,,,,,,,,,
UK28303396F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565029.57N
0022435.41W",1135 FT,328 FT,Unknown,14/11/2019,Wind turbine,,,Yes,,Yes,,,,,,,,,
UK28303397F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565037.74N
0022417.52W",1083 FT,328 FT,Unknown,14/11/2019,Wind turbine,,,Yes,,Yes,,,,,,,,,
UK28273673F,"OFFSHORE PLATFORM
Single","581500.23N
0025250.06W",128 FT,128 FT,Unknown,9/1/2023,OTM1 (BE-G07),,,Yes,,Yes,,,,,,,,,
UK28273674F,"OFFSHORE PLATFORM
Single","581524.65N
0025344.99W",128 FT,128 FT,Unknown,9/1/2023,OTM2 (BE-F08),,,Yes,,Yes,,,,,,,,,
UK28303465F,"COMMUNICATION TOWER
Single","541003.04N
0042840.52W",757 FT,488 FT,Unknown,7/10/2019,,,Yes,,,,Yes,Yes,Yes,,,,,,
UK28371101F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550608.90N
0030701.37W",1081 FT,415 FT,Unknown,18/11/2019,SOLWAYBANK W/F 12OF15,,Yes,,,,,Yes,,,,,,,
UK28199510F,"RADIO/TV TOWER, TYPE I
Single","581908.43N
0032241.02W",1320 FT,387 FT,Unknown,3/6/2019,,,,Yes,,Yes,,,,,,,,,
UK28199511F,"RADIO/TV TOWER, TYPE I
Single","581903.93N
0032241.00W",1285 FT,350 FT,Unknown,3/6/2019,,,,Yes,,Yes,,,,,,,,,
UK28273520F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550633.85N
0030707.88W",1150 FT,415 FT,Unknown,16/3/2020,SOLWAYBANK W/F 6OF15,,Yes,,,,,Yes,,,,,,,
UK28273521F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550556.14N
0030558.05W",1120 FT,415 FT,Unknown,3/9/2019,SOLWAYBANK W/F 10OF15,,Yes,,,,,Yes,,,,,,,
UK28273524F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550602.00N
0030644.93W",1120 FT,415 FT,Unknown,3/9/2019,SOLWAYBANK W/F 12OF15,,Yes,,,,,Yes,,,,,,,
UK28224920F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550640.46N
0030641.26W",1170 FT,415 FT,Unknown,11/7/2019,SOLWAYBANK W/F 1OF15,,Yes,,,,,Yes,,,,,,,
UK28224921F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550608.19N
0030538.92W",1156 FT,415 FT,Unknown,11/7/2019,SOLWAYBANK W/F 5OF15,,Yes,,,,,Yes,,,,,,,
UK28224922F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550553.87N
0030620.90W",1097 FT,415 FT,Unknown,11/7/2019,SOLWAYBANK W/F 14OF15,,Yes,,,,,Yes,,,,,,,
UK28224923F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550625.75N
0030729.50W",1088 FT,415 FT,Unknown,11/7/2019,SOLWAYBANK W/F 15OF15,,Yes,,,,,Yes,,,,,,,
UK28199669F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550615.11N
0030636.55W",1179 FT,415 FT,Unknown,3/9/2019,SOLWAYBANK W/F 8OF15,,Yes,,,,,Yes,,,,,,,
UK28470159F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544025.00N
0063212.00W",439 FT,354 FT,No,5/3/2020,WIND TURBINE,,Yes,,,,Yes,,,,,,,,
UK28528715F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545947.20N
0064816.28W",1345 FT,410 FT,Unknown,16/2/2021,Craiggore WF 3/10,,Yes,,,,Yes,,,,,,,,
UK28528716F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545937.44N
0064847.11W",1434 FT,410 FT,Unknown,16/2/2021,Craiggore WF 6/10,,Yes,,,,Yes,,,,,,,,
UK28540965F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555348.10N
0022901.49W",1664 FT,476 FT,Yes,27/4/2021,Aikengall2aWF2/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28540966F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555324.83N
0022704.59W",1674 FT,476 FT,Unknown,27/4/2021,Aikengall2aWF7/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28540967F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555308.65N
0022742.21W",1509 FT,476 FT,Yes,27/4/2021,Aikengall2aWF8/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28540968F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555335.87N
0022608.94W",1480 FT,476 FT,Yes,27/4/2021,Aikengall2aWF16/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28578039F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554348.00N
0044637.16W",1453 FT,410 FT,Unknown,19/8/2021,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578044F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554238.37N
0041515.41W",1165 FT,361 FT,Unknown,13/10/2022,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578045F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554242.20N
0041453.52W",1181 FT,361 FT,Unknown,13/10/2022,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578046F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554249.94N
0041514.42W",1106 FT,361 FT,Unknown,13/10/2022,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578047F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554254.31N
0041638.42W",1119 FT,361 FT,Unknown,19/8/2021,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578048F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554243.54N
0041635.70W",1148 FT,361 FT,Unknown,19/8/2021,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578067F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554125.32N
0035603.91W",984 FT,390 FT,Unknown,14/10/2022,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28578110F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551223.46N
0013154.16W",476 FT,427 FT,Unknown,25/10/2022,WIND TURBINE,,Yes,,,,,Yes,,,,,,,
UK28547613F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551618.35N
0041102.03W",2336 FT,410 FT,Yes,2/6/2021,Windy Rig WF1/12,,Yes,,,,Yes,Yes,,,,,,,
UK28493374F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555511.12N
0044405.67W",1273 FT,361 FT,Unknown,1/9/2020,Wind turbine,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK28493375F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555509.51N
0044328.85W",1198 FT,361 FT,Unknown,1/9/2020,Wind turbine,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK28493376F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555453.72N
0044347.85W",1139 FT,361 FT,Unknown,1/9/2020,Wind turbine,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK28493377F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555452.91N
0044311.44W",1109 FT,361 FT,Unknown,1/9/2020,Wind turbine,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK28493519F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","565950.11N
0015225.71W",640 FT,640 FT,Unknown,10/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28493520F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","565921.36N
0015158.98W",640 FT,640 FT,Unknown,10/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28493521F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","570105.94N
0015119.14W",640 FT,640 FT,Unknown,10/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28493522F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","570037.90N
0015051.67W",610 FT,610 FT,Unknown,10/1/2023,,,,Yes,,,,,,,,,,,
UK28493538F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553140.39N
0053316.72W",1596 FT,579 FT,Unknown,15/10/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28493539F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553203.04N
0053602.08W",1622 FT,579 FT,Unknown,15/10/2020,WIND TURBINE,,Yes,Yes,,,Yes,,,,,,,,
UK28493540F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553038.69N
0053312.69W",1563 FT,579 FT,Unknown,15/10/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28540844F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581524.87N
0024101.91W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28540845F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581601.36N
0024101.63W",640 FT,640 FT,Unknown,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28540846F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581637.87N
0024101.23W",640 FT,640 FT,Yes,11/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28540847F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","581714.37N
0024100.95W",640 FT,640 FT,Yes,10/1/2023,,,,Yes,,Yes,,,,,,,,,
UK28546722F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555328.47N
0022835.98W",1542 FT,476 FT,Yes,26/5/2021,Aikengall2aWF4/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28546723F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555322.16N
0022727.18W",1696 FT,476 FT,Unknown,26/5/2021,Aikengall2aWF6/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28546724F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555309.70N
0022654.11W",1549 FT,476 FT,Unknown,26/5/2021,Aikengall2aWF10/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28546725F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555326.41N
0022631.80W",1582 FT,476 FT,Unknown,26/5/2021,Aikengall2aWF13/19,,Yes,Yes,,Yes,,Yes,,,,,,,
UK28546604F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545614.37N
0064952.98W",1437 FT,459 FT,Unknown,25/5/2021,WIND TURBINE,,Yes,,,,Yes,,,,,,,,
UK28546605F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545542.52N
0064917.12W",1453 FT,459 FT,Unknown,25/5/2021,WIND TURBINE,,Yes,,,,Yes,,,,,,,,
UK28546606F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545526.66N
0064922.07W",1548 FT,459 FT,Unknown,25/5/2021,WIND TURBINE,,Yes,,,,Yes,,,,,,,,
UK28546607F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545532.47N
0065001.27W",1604 FT,459 FT,Unknown,25/5/2021,WIND TURBINE,,Yes,,,,Yes,,,,,,,,
UK28511390F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580610.80N
0035724.92W",1319 FT,492 FT,Unknown,10/12/2020,WIND TURBINE,,,Yes,Yes,Yes,,,,,,,,,
UK28511391F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580544.14N
0035620.55W",1430 FT,492 FT,Unknown,10/12/2020,WIND TURBINE,,,Yes,Yes,Yes,,,,,,,,,
UK28470735F,"FLARE PIPE - ON LAND (IN REFINERY)
Single","543510.40N
0011644.55W",487 FT,465 FT,Unknown,9/3/2020,FLARE PIPE,,Yes,,,,,Yes,,,,,,,
UK28528710F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545926.28N
0064810.99W",1332 FT,410 FT,Unknown,16/2/2021,Craiggore WF 8/10,,Yes,,,,Yes,,,,,,,,
UK28472229F,"ROTATING CRANE, INDUSTRIAL
Multi","555115.29N
0041539.38W",382 FT,361 FT,Yes,9/12/2021,CRANES,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK28502245F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","582629.29N
0032424.23W",696 FT,394 FT,Unknown,17/11/2020,Halsary F.W/F 2/15,,,Yes,,Yes,,,,,,,,,
UK28502246F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","582611.45N
0032353.67W",686 FT,394 FT,Unknown,17/11/2020,Halsary F.W/F 7/15,,,Yes,,Yes,,,,,,,,,
UK28502247F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","582606.38N
0032510.05W",719 FT,394 FT,Unknown,17/11/2020,Halsary F.W/F 9/15,,,Yes,,Yes,,,,,,,,,
UK28502248F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","582545.84N
0032438.15W",725 FT,394 FT,Unknown,17/11/2020,Halsary F.W/F 13/15,,,Yes,,Yes,,,,,,,,,
UK28502355F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553149.86N
0053533.42W",1678 FT,579 FT,Unknown,24/11/2020,WIND TURBINE,,Yes,Yes,,,Yes,,,,,,,,
UK28502356F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553109.74N
0053322.45W",1655 FT,579 FT,Unknown,24/11/2020,WIND TURBINE,,Yes,Yes,,,Yes,Yes,,,,,,,
UK28491134F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","560522.34N
0031914.77W",830 FT,328 FT,Unknown,22/7/2020,Wind Turbine,,Yes,Yes,,Yes,,Yes,,,,,,,
